x,raw_reward,cleaned_reward
265,0.895753720,0.844868141
266,0.902675321,0.837164153
267,0.804000342,0.833932546
268,0.831333582,0.841870324
269,0.843083382,0.846768548
270,0.846705043,0.839032357
271,0.844918793,0.834025679
272,0.843734756,0.840135239
273,0.780000000,0.834023090
274,0.833108186,0.843381817
275,0.853733994,0.843812463
276,0.809929290,0.839269062
277,0.869766289,0.834003520
278,0.889222350,0.841006595
279,0.821897261,0.846091236
280,0.781753421,0.834351707
281,0.835307421,0.830188577
282,0.834253061,0.834183177
283,0.874831376,0.843719679
284,0.824973122,0.838216105
285,0.855869681,0.845026629
286,0.915779691,0.836257232
287,0.890427248,0.838169741
288,0.876733152,0.848001122
289,0.839723397,0.836116305
290,0.891197381,0.844739702
291,0.850676042,0.840430804
292,0.870988122,0.845231755
293,0.875297467,0.851388527
294,0.812723659,0.839635206
295,0.874155113,0.847490394
296,0.834734728,0.852845552
297,0.894788017,0.848430963
298,0.810702591,0.850152736
299,0.780000000,0.837964948
300,0.825003170,0.856912839
301,0.780000000,0.851072881
302,0.863435218,0.861870199
303,0.809629864,0.860237522
304,0.916032035,0.847857780
305,0.883276514,0.850210979
306,0.849678397,0.856305822
307,0.815041215,0.852383733
308,0.899740745,0.854843853
309,0.900272322,0.860132198
310,0.892828041,0.866934748
311,0.869971916,0.859981117
312,0.831831243,0.861929590
313,0.864604414,0.864983734
314,0.920000000,0.873146576
315,0.858850223,0.867090095
316,0.880012380,0.867059587
317,0.920000000,0.873935180
318,0.912135886,0.872158726
319,0.858126908,0.868100839
320,0.920000000,0.864428716
321,0.780452338,0.870518739
322,0.899733280,0.855492310
323,0.873598559,0.875683910
324,0.914302599,0.868422137
325,0.840693567,0.866196572
326,0.906309771,0.875211841
327,0.910534923,0.868798293
328,0.889015319,0.861542413
329,0.799516483,0.868300148
330,0.856591978,0.856113104
331,0.839985610,0.870610530
332,0.836753175,0.866980963
333,0.849235595,0.871065828
334,0.859111645,0.869827815
335,0.855102022,0.870710523
336,0.907853968,0.858852419
337,0.789866351,0.858579603
338,0.911369472,0.853846784
339,0.853380659,0.863202619
340,0.850060088,0.864354236
341,0.861375106,0.854646862
342,0.841654704,0.854533510
343,0.875987700,0.856160329
344,0.835141681,0.845788408
345,0.827336019,0.848362034
346,0.907137872,0.848168681
347,0.829655031,0.840999968
348,0.832546841,0.854806871
349,0.854540820,0.844007098
350,0.873317263,0.835415537
351,0.825961074,0.849665115
352,0.882551349,0.850855861
353,0.920000000,0.837491840
354,0.817585959,0.841337977
355,0.786351977,0.839019893
356,0.856965677,0.844771505
357,0.868302671,0.844497757
358,0.793199414,0.846365652
359,0.836426237,0.836332686
360,0.789466980,0.825756422
361,0.853619052,0.838161836
362,0.836951481,0.833468603
363,0.856331676,0.828187374
364,0.847917512,0.824206528
365,0.833991324,0.830651008
366,0.810685936,0.822216626
367,0.800814115,0.826039419
368,0.792824993,0.830632307
369,0.781833050,0.821118697
370,0.788071577,0.822550436
371,0.847564577,0.824841655
372,0.861870236,0.821992861
373,0.808374173,0.827652823
374,0.782076226,0.823315831
375,0.798714461,0.821493844
376,0.818113223,0.814610691
377,0.813410397,0.818106042
378,0.788336020,0.814640801
379,0.804447621,0.834675564
380,0.862048455,0.824983175
381,0.781122139,0.818100761
382,0.829306752,0.819329537
383,0.897750810,0.820796925
384,0.841230223,0.825286038
385,0.780000000,0.819921830
386,0.815681173,0.814581308
387,0.854839409,0.824172240
388,0.863512242,0.829377621
389,0.853531699,0.819135890
390,0.863137770,0.826514133
391,0.890717628,0.818171767
392,0.838121871,0.819282572
393,0.838949433,0.820477419
394,0.833868413,0.824356567
395,0.828237801,0.827626448
396,0.780000000,0.827005670
397,0.852842206,0.827645224
398,0.841555621,0.835440377
399,0.791525200,0.828945474
400,0.836986631,0.839334871
